21-Dec-18,25.46,0.25,24.62,2670.53,87.13,835.27,0,2.24,,,,,,,,,,,,,,
20-Dec-19,25.83,0.25,24.31,2659.05,86.76,927.9,0,2.34,,,,,,,,,,,,,,
18-Dec-20,26.51,0.25,24.28,2655.48,86.64,1015.12,0,2.43,,,,,,,,,,,,,,
END TERM STRUCTURE EXCHANGE DATES,,,,,,,,,,,,,,,,,,,,,,
VOL SPREADS,,,,,,,,,,,,,,,,,,,,,,
Date,Days, Volatility Spread (%),,,,,,,,,,,,,,,,,,,,
17-Dec-11,30,0.5,,,,,,,,,,,,,,,,,,,,
15-Feb-12,90,0.4,,,,,,,,,,,,,,,,,,,,
16-Nov-13,730,0.3,,,,,,,,,,,,,,,,,,,,
15-Nov-16,1825,0.25,,,,,,,,,,,,,,,,,,,,
14-Nov-21,3650,0.25,,,,,,,,,,,,,,,,,,,,
END VOL SPREADS,,,,,,,,,,,,,,,,,,,,,,
RATES,,,,,,,,,,,,,,,,,,,,,,
Date,Days, Rate (%pa),Discount Factor,,,,,,,,,,,,,,,,,,,
18-Nov-11,1,0.62,0.999982778,,,,,,,,,,,,,,,,,,,
19-Nov-11,2,1.240016018,0.999931115,,,,,,,,,,,,,,,,,,,
24-Nov-11,7,1.26235287,0.999754603,,,,,,,,,,,,,,,,,,,
21-Dec-11,34,1.130956176,0.998933014,,,,,,,,,,,,,,,,,,,
21-Feb-12,96,1.423179914,0.996219202,,,,,,,,,,,,,,,,,,,
21-May-12,186,1.663189015,0.99148007,,,,,,,,,,,,,,,,,,,
21-Jun-12,217,1.522041141,0.990908881,,,,,,,,,,,,,,,,,,,
23-Jul-12,249,1.463159495,0.989981206,,,,,,,,,,,,,,,,,,,
21-Aug-12,278,1.437769781,0.98901914,,,,,,,,,,,,,,,,,,,
21-Sep-12,309,1.457401224,0.98764519,,,,,,,,,,,,,,,,,,,
23-Oct-12,341,1.490605351,0.986077235,,,,,,,,,,,,,,,,,,,
21-Nov-12,370,1.509384102,0.984720728,,,,,,,,,,,,,,,,,,,
21-Dec-12,400,1.432857827,0.984316625,,,,,,,,,,,,,,,,,,,
23-Jan-13,433,1.404506943,0.983364362,,,,,,,,,,,,,,,,,,,
21-Feb-13,462,1.388784825,0.982455614,,,,,,,,,,,,,,,,,,,
21-Mar-13,490,1.403664474,0.98120626,,,,,,,,,,,,,,,,,,,
22-Apr-13,522,1.428087378,0.979649131,,,,,,,,,,,,,,,,,,,
21-May-13,551,1.445777434,0.978269594,,,,,,,,,,,,,,,,,,,
21-Nov-13,735,1.430344738,0.971420359,,,,,,,,,,,,,,,,,,,
21-Nov-14,1100,1.522872275,0.954868684,,,,,,,,,,,,,,,,,,,
23-Nov-15,1467,1.698360438,0.933674823,,,,,,,,,,,,,,,,,,,
21-Nov-16,1831,1.892779259,0.909037335,,,,,,,,,,,,,,,,,,,
21-Nov-17,2196,2.067689373,0.882635665,,,,,,,,,,,,,,,,,,,
21-Nov-18,2561,2.225835499,0.855040064,,,,,,,,,,,,,,,,,,,
21-Nov-19,2926,2.328779377,0.829354403,,,,,,,,,,,,,,,,,,,
23-Nov-20,3294,2.420419767,0.803457769,,,,,,,,,,,,,,,,,,,
22-Nov-21,3658,2.512744974,0.777114369,,,,,,,,,,,,,,,,,,,
21-Nov-23,4387,2.678824775,0.724590454,,,,,,,,,,,,,,,,,,,
23-Nov-26,5485,2.835403718,0.65312021,,,,,,,,,,,,,,,,,,,
21-Nov-31,7309,2.832369424,0.567192524,,,,,,,,,,,,,,,,,,,
21-Nov-36,9136,2.736223782,0.504058707,,,,,,,,,,,,,,,,,,,
21-Nov-41,10962,2.627011502,0.454027094,,,,,,,,,,,,,,,,,,,
21-Nov-51,14614,2.64965916,0.345898058,,,,,,,,,,,,,,,,,,,
21-Nov-61,18267,2.727586368,0.25525712,,,,,,,,,,,,,,,,,,,
END RATES,,,,,,,,,,,,,,,,,,,,,,
DIVIDENDS,,,,,,,,,,,,,,,,,,,,,,
Date,Implied Dividends,,,,,,,,,,,,,,,,,,,,,
21-Nov-11,0.6441,,,,,,,,,,,,,,,,,,,,,
29-Nov-11,1.096,,,,,,,,,,,,,,,,,,,,,
13-Dec-11,1.3259,,,,,,,,,,,,,,,,,,,,,
14-Dec-11,0.8649,,,,,,,,,,,,,,,,,,,,,
20-Feb-12,0.6323,,,,,,,,,,,,,,,,,,,,,
21-Feb-12,0.1512,,,,,,,,,,,,,,,,,,,,,
30-Apr-12,15.0752,,,,,,,,,,,,,,,,,,,,,
04-May-12,4.5591,,,,,,,,,,,,,,,,,,,,,
07-May-12,13.1545,,,,,,,,,,,,,,,,,,,,,
10-May-12,4.1475,,,,,,,,,,,,,,,,,,,,,
11-May-12,3.9521,,,,,,,,,,,,,,,,,,,,,
16-May-12,15.2724,,,,,,,,,,,,,,,,,,,,,
18-May-12,0.7461,,,,,,,,,,,,,,,,,,,,,
21-May-12,15.319,,,,,,,,,,,,,,,,,,,,,
23-May-12,17.6464,,,,,,,,,,,,,,,,,,,,,
24-May-12,0.9578,,,,,,,,,,,,,,,,,,,,,
28-May-12,2.2843,,,,,,,,,,,,,,,,,,,,,
31-May-12,6.0208,,,,,,,,,,,,,,,,,,,,,
01-Jun-12,1.8342,,,,,,,,,,,,,,,,,,,,,
04-Jun-12,0.9156,,,,,,,,,,,,,,,,,,,,,
06-Jun-12,4.2005,,,,,,,,,,,,,,,,,,,,,
11-Jun-12,8.1152,,,,,,,,,,,,,,,,,,,,,
13-Jun-12,2.607,,,,,,,,,,,,,,,,,,,,,
18-Jun-12,0.387,,,,,,,,,,,,,,,,,,,,,
02-Jul-12,2.5686,,,,,,,,,,,,,,,,,,,,,
05-Jul-12,3.5404,,,,,,,,,,,,,,,,,,,,,
20-Aug-12,0.6117,,,,,,,,,,,,,,,,,,,,,
22-Aug-12,0.2064,,,,,,,,,,,,,,,,,,,,,
05-Sep-12,6.0864,,,,,,,,,,,,,,,,,,,,,
19-Sep-12,6.5913,,,,,,,,,,,,,,,,,,,,,
19-Nov-12,0.6064,,,,,,,,,,,,,,,,,,,,,
29-Nov-12,1.0319,,,,,,,,,,,,,,,,,,,,,
13-Dec-12,1.2483,,,,,,,,,,,,,,,,,,,,,
14-Dec-12,0.8143,,,,,,,,,,,,,,,,,,,,,
18-Feb-13,0.5953,,,,,,,,,,,,,,,,,,,,,
21-Feb-13,0.1423,,,,,,,,,,,,,,,,,,,,,
29-Apr-13,14.193,,,,,,,,,,,,,,,,,,,,,
06-May-13,16.677,,,,,,,,,,,,,,,,,,,,,
10-May-13,3.9048,,,,,,,,,,,,,,,,,,,,,
13-May-13,3.7208,,,,,,,,,,,,,,,,,,,,,
16-May-13,14.3787,,,,,,,,,,,,,,,,,,,,,
20-May-13,15.125,,,,,,,,,,,,,,,,,,,,,
23-May-13,16.6137,,,,,,,,,,,,,,,,,,,,,
24-May-13,0.9017,,,,,,,,,,,,,,,,,,,,,
27-May-13,2.1506,,,,,,,,,,,,,,,,,,,,,
31-May-13,5.6685,,,,,,,,,,,,,,,,,,,,,
03-Jun-13,2.5889,,,,,,,,,,,,,,,,,,,,,
06-Jun-13,3.9547,,,,,,,,,,,,,,,,,,,,,
10-Jun-13,7.6403,,,,,,,,,,,,,,,,,,,,,
13-Jun-13,2.4544,,,,,,,,,,,,,,,,,,,,,
17-Jun-13,0.3644,,,,,,,,,,,,,,,,,,,,,
01-Jul-13,2.4183,,,,,,,,,,,,,,,,,,,,,
05-Jul-13,3.3332,,,,,,,,,,,,,,,,,,,,,
19-Aug-13,0.5759,,,,,,,,,,,,,,,,,,,,,
22-Aug-13,0.1943,,,,,,,,,,,,,,,,,,,,,
05-Sep-13,5.7302,,,,,,,,,,,,,,,,,,,,,
19-Sep-13,6.2056,,,,,,,,,,,,,,,,,,,,,
END DIVIDENDS,,,,,,,,,,,,,,,,,,,,,,
ONETOUCH PAYOUT EUR,,,,,,,,,,,,,,,,,,,,,,
One Touch Trigger %,Expiry ,MID,ID,mini,,,,,,,,,,,,,,,,,,
105,11/18/2011,0.553549186,OTC_FCHI_1,0,,,,,,,,,,,,,,,,,,
104.5,11/18/2011,1.218276051,OTC_FCHI_2,0,,,,,,,,,,,,,,,,,,
104,11/18/2011,2.541196262,OTC_FCHI_3,0,,,,,,,,,,,,,,,,,,
103.5,11/18/2011,5.001128339,OTC_FCHI_4,0,,,,,,,,,,,,,,,,,,
103,11/18/2011,9.255590537,OTC_FCHI_5,1,,,,,,,,,,,,,,,,,,
102.5,11/18/2011,16.07671975,OTC_FCHI_6,1,,,,,,,,,,,,,,,,,,
105,11/21/2011,16.46953816,OTC_FCHI_7,1,,,,,,,,,,,,,,,,,,
105,11/21/2011,16.46953816,OTC_FCHI_8,1,,,,,,,,,,,,,,,,,,
105,11/21/2011,16.46953816,OTC_FCHI_9,1,,,,,,,,,,,,,,,,,,
104.5,11/21/2011,21.03888101,OTC_FCHI_10,1,,,,,,,,,,,,,,,,,,
104.5,11/21/2011,21.03888101,OTC_FCHI_11,1,,,,,,,,,,,,,,,,,,
104.5,11/21/2011,21.03888101,OTC_FCHI_12,1,,,,,,,,,,,,,,,,,,
105,11/22/2011,21.29308423,OTC_FCHI_13,1,,,,,,,,,,,,,,,,,,
105,11/23/2011,25.55486802,OTC_FCHI_14,1,,,,,,,,,,,,,,,,,,
104.5,11/22/2011,26.16299379,OTC_FCHI_15,1,,,,,,,,,,,,,,,,,,
102,11/18/2011,26.19383167,OTC_FCHI_16,1,,,,,,,,,,,,,,,,,,
104,11/21/2011,26.50975582,OTC_FCHI_17,1,,,,,,,,,,,,,,,,,,
104,11/21/2011,26.50975582,OTC_FCHI_18,1,,,,,,,,,,,,,,,,,,
104,11/21/2011,26.50975582,OTC_FCHI_19,1,,,,,,,,,,,,,,,,,,
104.5,11/23/2011,30.56401506,OTC_FCHI_20,1,,,,,,,,,,,,,,,,,,
104,11/22/2011,31.80013661,OTC_FCHI_21,1,,,,,,,,,,,,,,,,,,
105,11/25/2011,32.51541255,OTC_FCHI_22,1,,,,,,,,,,,,,,,,,,
105,11/25/2011,32.51541255,OTC_FCHI_23,1,,,,,,,,,,,,,,,,,,
103.5,11/21/2011,32.93354463,OTC_FCHI_24,1,,,,,,,,,,,,,,,,,,
103.5,11/21/2011,32.93354463,OTC_FCHI_25,1,,,,,,,,,,,,,,,,,,
103.5,11/21/2011,32.93354463,OTC_FCHI_26,1,,,,,,,,,,,,,,,,,,
104,11/23/2011,36.22975843,OTC_FCHI_27,1,,,,,,,,,,,,,,,,,,
104.5,11/25/2011,37.56520889,OTC_FCHI_28,1,,,,,,,,,,,,,,,,,,
104.5,11/25/2011,37.56520889,OTC_FCHI_29,1,,,,,,,,,,,,,,,,,,
103.5,11/22/2011,38.22260649,OTC_FCHI_30,1,,,,,,,,,,,,,,,,,,
101.5,11/18/2011,40.05529051,OTC_FCHI_31,1,,,,,,,,,,,,,,,,,,
105,11/28/2011,40.20159965,OTC_FCHI_32,1,,,,,,,,,,,,,,,,,,
105,11/28/2011,40.20159965,OTC_FCHI_33,1,,,,,,,,,,,,,,,,,,
103,11/21/2011,40.32803134,OTC_FCHI_34,1,,,,,,,,,,,,,,,,,,
103,11/21/2011,40.32803134,OTC_FCHI_35,1,,,,,,,,,,,,,,,,,,
103,11/21/2011,40.32803134,OTC_FCHI_36,1,,,,,,,,,,,,,,,,,,
103.5,11/23/2011,42.55166035,OTC_FCHI_37,1,,,,,,,,,,,,,,,,,,
104,11/25/2011,43.11106619,OTC_FCHI_38,1,,,,,,,,,,,,,,,,,,
104,11/25/2011,43.11106619,OTC_FCHI_39,1,,,,,,,,,,,,,,,,,,
104.5,11/28/2011,45.1084689,OTC_FCHI_40,1,,,,,,,,,,,,,,,,,,
104.5,11/28/2011,45.1084689,OTC_FCHI_41,1,,,,,,,,,,,,,,,,,,
103,11/22/2011,45.41949739,OTC_FCHI_42,1,,,,,,,,,,,,,,,,,,
102.5,11/21/2011,48.6639761,OTC_FCHI_43,1,,,,,,,,,,,,,,,,,,
102.5,11/21/2011,48.6639761,OTC_FCHI_44,1,,,,,,,,,,,,,,,,,,
102.5,11/21/2011,48.6639761,OTC_FCHI_45,1,,,,,,,,,,,,,,,,,,
103.5,11/25/2011,49.13556919,OTC_FCHI_46,1,,,,,,,,,,,,,,,,,,
103.5,11/25/2011,49.13556919,OTC_FCHI_47,1,,,,,,,,,,,,,,,,,,
103,11/23/2011,49.50557799,OTC_FCHI_48,1,,,,,,,,,,,,,,,,,,
104,11/28/2011,50.35852379,OTC_FCHI_49,1,,,,,,,,,,,,,,,,,,
104,11/28/2011,50.35852379,OTC_FCHI_50,1,,,,,,,,,,,,,,,,,,
102.5,11/22/2011,53.34590416,OTC_FCHI_51,1,,,,,,,,,,,,,,,,,,
103,11/25/2011,55.60557685,OTC_FCHI_52,1,,,,,,,,,,,,,,,,,,
103,11/25/2011,55.60557685,OTC_FCHI_53,1,,,,,,,,,,,,,,,,,,
103.5,11/28/2011,55.92750654,OTC_FCHI_54,1,,,,,,,,,,,,,,,,,,
103.5,11/28/2011,55.92750654,OTC_FCHI_55,1,,,,,,,,,,,,,,,,,,
102.5,11/23/2011,57.04150971,OTC_FCHI_56,1,,,,,,,,,,,,,,,,,,
101,11/18/2011,57.58174769,OTC_FCHI_57,1,,,,,,,,,,,,,,,,,,
102,11/21/2011,57.86233585,OTC_FCHI_58,1,,,,,,,,,,,,,,,,,,
102,11/21/2011,57.86233585,OTC_FCHI_59,1,,,,,,,,,,,,,,,,,,
102,11/21/2011,57.86233585,OTC_FCHI_60,1,,,,,,,,,,,,,,,,,,
103,11/28/2011,61.78189548,OTC_FCHI_61,1,,,,,,,,,,,,,,,,,,
103,11/28/2011,61.78189548,OTC_FCHI_62,1,,,,,,,,,,,,,,,,,,
102,11/22/2011,61.92322335,OTC_FCHI_63,1,,,,,,,,,,,,,,,,,,
102.5,11/25/2011,62.47134506,OTC_FCHI_64,1,,,,,,,,,,,,,,,,,,
102.5,11/25/2011,62.47134506,OTC_FCHI_65,1,,,,,,,,,,,,,,,,,,
102,11/23/2011,65.08343664,OTC_FCHI_66,1,,,,,,,,,,,,,,,,,,
101.5,11/21/2011,67.79758591,OTC_FCHI_67,1,,,,,,,,,,,,,,,,,,
101.5,11/21/2011,67.79758591,OTC_FCHI_68,1,,,,,,,,,,,,,,,,,,
101.5,11/21/2011,67.79758591,OTC_FCHI_69,1,,,,,,,,,,,,,,,,,,
102.5,11/28/2011,67.87895769,OTC_FCHI_70,1,,,,,,,,,,,,,,,,,,
102.5,11/28/2011,67.87895769,OTC_FCHI_71,1,,,,,,,,,,,,,,,,,,
102,11/25/2011,69.66724384,OTC_FCHI_72,1,,,,,,,,,,,,,,,,,,
102,11/25/2011,69.66724384,OTC_FCHI_73,1,,,,,,,,,,,,,,,,,,
101.5,11/22/2011,71.03462295,OTC_FCHI_74,1,,,,,,,,,,,,,,,,,,
101.5,11/23/2011,73.5307257,OTC_FCHI_75,1,,,,,,,,,,,,,,,,,,
